id,username,original_comment,cleaned_comment,normalized_comment,stopword_removed,stemmed_comment,toxicity_score,severity_level,category,matched_toxic_words,is_cyberbullying,sample_weight
1227,@pras7361,"Kesian dyren, kaya kaga singkron maen nya..",kesian dyren kaya kaga singkron maen nya,kesian dyren kaya kaga singkron maen ya,kesian dyren kaya kaga singkron maen,kesi dyren kaya kaga singkron maen,0,safe,non-cyberbullying,,0,0.529178674351585
1228,@rifkihaikal2834,Kick rinz wkwkwk,kick rinz wkwkwk,kick rinz wkwkwk,kick rinz wkwkwk,kick rinz wkwkwk,0,safe,non-cyberbullying,,0,0.529178674351585
1229,@EXP-Zone_1,gw masih berharap sutsujin turun,gw masih berharap sutsujin turun,saya kasih berharap sutsujin turun,kasih berharap sutsujin turun,kasih harap sutsujin turun,0,safe,non-cyberbullying,,0,0.529178674351585
1230,@Wyforz,"yang menang onic tapi yg dipuji puji zunesh sama toy, caster taek",yang menang onic tapi yg dipuji puji zunesh sama toy caster taek,yang memang onic tapi yang dipuji puji zunesh sama toy caster taek,memang onic yang dipuji puji zunesh sama toy caster taek,memang onic yang puji puji zunesh sama toy caster taek,0,safe,non-cyberbullying,,0,0.529178674351585
1231,@SanzBijik,King zuned mengigil 😂😂😂,king zuned mengigil,king zuned mengigil,king zuned mengigil,king zuned mengigil,0,safe,non-cyberbullying,,0,0.529178674351585
1232,@keselekduren3394,"dlu RRQ main nyari juara, skrg nyari duit.
knpa ku blg gtu? RRQ skrg fokus jual player, mka ny itu junet mw di asah biar sutsujin bsa dijual, sprti kisah skylar yg dijual setelah toyy di anggap setidak ny bsa main. dan smpek skrg aq yakin 100% albert jg dijual, bukan albert ny yg mw pindah.",dlu rrq main nyari juara skrg nyari duit knpa ku blg gtu rrq skrg fokus jual player mka ny itu junet mw di asah biar sutsujin bsa dijual sprti kisah skylar yg dijual setelah toyy di anggap setidak ny bsa main dan smpek skrg aq yakin albert jg dijual bukan albert ny yg mw pindah,dlu rrq main nyari juara skrg nyari duit knpa aku blg gtu rrq skrg fokus jual player mka ny itu junet mw di asah biar sutsujin bisa dijual seperti kisah skylar yang dijual setelah toyy di anggap tidak ny bisa main dan smpek skrg aku yakin albert juga dijual bukan albert ny yang mw pindah,dlu rrq main nyari juara skrg nyari duit knpa aku blg gtu rrq skrg fokus jual player mka ny junet mw asah biar sutsujin dijual kisah skylar dijual toyy anggap ny main smpek skrg aku yakin albert dijual bukan albert ny mw pindah,dlu rrq main nyari juara skrg nyari duit knpa aku blg gtu rrq skrg fokus jual player mka ny junet mw asah biar sutsujin jual kisah skylar jual toyy anggap ny main smpek skrg aku yakin albert jual bukan albert ny mw pindah,0,safe,non-cyberbullying,,0,0.529178674351585
1233,@Ecxoric,"Wkwkkwk ganti aja nama rrq
Gk cocok nama nya 
Jungler jago di main bhkan ada yg di buang
Sekarng baru rasakan gold line yg d buang, membuktikan kepantasan nya",wkwkkwk ganti aja nama rrq gk cocok nama nya jungler jago di main bhkan ada yg di buang sekarng baru rasakan gold line yg d buang membuktikan kepantasan nya,wkwkkwk nanti saja nama rrq tidak cocok nama ya jungler jago di main bukan ada yang di buang sekarang baru rasakan gold line yang d buang membuktikan kepantasan ya,wkwkkwk saja nama rrq cocok nama jungler jago main bukan buang sekarang baru rasakan gold line yang d buang membuktikan kepantasan,wkwkkwk saja nama rrq cocok nama jungler jago main bukan buang sekarang baru rasa gold line yang d buang bukti pantas,0,safe,non-cyberbullying,,0,0.529178674351585
1234,@windiramadhani5939,ONIC VS BADUT😂😂😂,onic vs badut,onic vs badut,onic vs badut,onic vs badut,0,safe,non-cyberbullying,,0,0.529178674351585
1235,@gilanggilang9294,RRQ main ff aj,rrq main ff aj,rrq main ff saja,rrq main ff,rrq main ff,0,safe,non-cyberbullying,,0,0.529178674351585
1236,@Fazell_editZz,yuk serahin pialanya skrg❤,yuk serahin pialanya skrg,yuk serahin pialanya skrg,yuk serahin pialanya skrg,yuk serahin piala skrg,0,safe,non-cyberbullying,,0,0.529178674351585
1237,@RiskiMade-ln3xe,Wkwkwkw asik dpt 200rb taruhan,wkwkwkw asik dpt rb taruhan,wkwkwkw asik dapat rb taruhan,wkwkwkw asik rb taruhan,wkwkwkw asik rb taruh,0,safe,non-cyberbullying,,0,0.529178674351585
1238,@o.r.i.o.n9787,Bodo rrq gonta ganti mulu player.,bodo rrq gonta ganti mulu player,bodo rrq gonta nanti mulu player,bodo rrq gonta mulu player,bodo rrq gonta mulu player,0,safe,non-cyberbullying,,0,0.529178674351585
1239,@mulyadimaros7428,Bahagia banget skaylar wkwkwkw😢,bahagia banget skaylar wkwkwkw,bahagia banget skaylar wkwkwkw,bahagia banget skaylar wkwkwkw,bahagia banget skaylar wkwkwkw,0,safe,non-cyberbullying,,0,0.529178674351585
1240,@bangyann261,kalo mau genk skylar minimal 5 org,kalo mau genk skylar minimal org,kalau mau genk skylar minimal orang,kalau mau genk skylar minimal orang,kalau mau genk skylar minimal orang,0,safe,non-cyberbullying,,0,0.529178674351585
1241,@DevanoazizRamadhani,"2 kata lucu "" TOY JAGO""",kata lucu toy jago,kata lucu toy jago,kata lucu toy jago,kata lucu toy jago,0,safe,non-cyberbullying,,0,0.529178674351585
1242,@stevearaofficial,Kocak RRQ 😂😂😂,kocak rrq,kocak rrq,kocak rrq,kocak rrq,0,safe,non-cyberbullying,,0,0.529178674351585
1243,@khairulsriwani7316,"RRQ tak layak disebut raja laa, masih aja di sebut segala raja🤮",rrq tak layak disebut raja laa masih aja di sebut segala raja,rrq tak layak disebut raja laa kasih saja di sebut segala raja,rrq tak layak disebut raja laa kasih di sebut segala raja,rrq tak layak sebut raja laa kasih di sebut segala raja,0,safe,non-cyberbullying,,0,0.529178674351585
1244,@raynaldiwisnuhayim5375,AURA-AURA COMEBACK AOWKWKWKWKWK FREAK,auraaura comeback aowkwkwkwkwk freak,auraaura comeback aowkwkwkwkwk freak,auraaura comeback aowkwkwkwkwk freak,auraaura comeback aowkwkwkwkwk freak,0,safe,non-cyberbullying,,0,0.529178674351585
1245,@harisetiawan310,jd receh gtu maennya rrq 😅,jd receh gtu maennya rrq,jadi receh gtu maennya rrq,jadi receh gtu maennya rrq,jadi receh gtu maennya rrq,0,safe,non-cyberbullying,,0,0.529178674351585
1246,@risconosa9726,Tank rrq kek kkntol,tank rrq kek kkntol,tank rrq seperti kontol,tank rrq kontol,tank rrq kontol,5,moderate_toxic,cyberbullying,kontol(extreme:5),1,9.067901234567902
1247,@YouTubeAnimals-mm9bb,Rrq kalo pengen menang ganti itu mage ny,rrq kalo pengen menang ganti itu mage ny,rrq kalau pengen memang nanti itu mage ny,rrq kalau pengen memang itu mage ny,rrq kalau ken memang itu mage ny,0,safe,non-cyberbullying,,0,0.529178674351585
1248,@jirk436,Anak buah clay kek ampass semua 😂😂😂,anak buah clay kek ampass semua,anak buah clay seperti ampass semua,anak buah clay ampass semua,anak buah clay ampass semua,0,safe,non-cyberbullying,,0,0.529178674351585
1249,@diluarnalar224,gelar raja dari segala raja buang aja..gak cocok sama pencapaian nya,gelar raja dari segala raja buang ajagak cocok sama pencapaian nya,gelar raja dari segala raja buang ajagak cocok sama pencapaian ya,gelar raja segala raja buang ajagak cocok sama pencapaian,gelar raja segala raja buang ajagak cocok sama capai,0,safe,non-cyberbullying,,0,0.529178674351585
1250,@Alvaro14-h5z,Bang ler balik lah ke RRQ bang aku kangen sma kamu bang ler,bang ler balik lah ke rrq bang aku kangen sma kamu bang ler,bang ler balik lah ke rrq bang aku kangen sama kamu bang ler,bang ler balik lah rrq bang aku kangen sama kamu bang ler,bang ler balik lah rrq bang aku kangen sama kamu bang ler,0,safe,non-cyberbullying,,0,0.529178674351585
1251,@Peopleisfine,Udh tropi nya  langsung kasih aja  ke NAVI g si🤭,udh tropi nya langsung kasih aja ke navi g si,sudah tropi ya langsung kasih saja ke navi g si,tropi langsung kasih ke navi g si,tropi langsung kasih ke navi g si,0,safe,non-cyberbullying,,0,0.529178674351585
1252,@As-ff7ik,bisa bisa nya sekelas MPL nyiarin onic lagi latihan,bisa bisa nya sekelas mpl nyiarin onic lagi latihan,bisa bisa ya sekelas mpl nyiarin onic lagi latihan,bisa sekelas mpl nyiarin onic latihan,bisa kelas mpl nyiarin onic latih,0,safe,non-cyberbullying,,0,0.529178674351585
1253,@rikayurlisma8580,"Gold line jago kaya gini mau di diemin di rrq, mntap kali skylar pindah tim. Rrq yg ngengendong juga Skylar.",gold line jago kaya gini mau di diemin di rrq mntap kali skylar pindah tim rrq yg ngengendong juga skylar,gold line jago kaya gini mau di diemin di rrq mntap kali skylar pindah tim rrq yang ngengendong juga skylar,gold line jago kaya gini mau diemin rrq mntap kali skylar pindah tim rrq ngengendong skylar,gold line jago kaya gin mau diemin rrq mntap kali skylar pindah tim rrq ngengendong skylar,0,safe,non-cyberbullying,,0,0.529178674351585
1254,@Deemyboys,Saklar 2x matiin rinz dalam base,saklar x matiin rinz dalam base,saklar x matiin rinz dalam base,saklar x matiin rinz base,saklar x matiin rinz base,0,safe,non-cyberbullying,,0,0.529178674351585
1255,@vgod_heavysmoker,"Klo samsudin ga main, harusnya hazle aja ga sih, kasih jam terbang lebih, soalnya udah ada sdikit pengalaman di season lalu",klo samsudin ga main harusnya hazle aja ga sih kasih jam terbang lebih soalnya udah ada sdikit pengalaman di season lalu,kalau samsudin tidak main harusnya hazle saja tidak sih kasih jam terbang lebih soalnya sudah ada sdikit pengalaman di season lalu,kalau samsudin main harusnya hazle tidak sih kasih jam terbang lebih soalnya ada sdikit pengalaman season lalu,kalau samsudin main harus hazle tidak sih kasih jam terbang lebih soal ada sdikit alam season lalu,0,safe,non-cyberbullying,,0,0.529178674351585
1256,@yantosiswanto2440,Caster pro ppq cma kb yg on point😂,caster pro ppq cma kb yg on point,caster pro ppq cuma kb yang on point,caster pro ppq cuma kb on point,caster pro ppq cuma kb on point,0,safe,non-cyberbullying,,0,0.529178674351585
1257,@rf_oxin,RRQ cocok Balik MDL,rrq cocok balik mdl,rrq cocok balik mdl,rrq cocok balik mdl,rrq cocok balik mdl,0,safe,non-cyberbullying,,0,0.529178674351585
1258,@risconosa9726,BADUT YA BAFUT 😂😂 RINZ BADUT,badut ya bafut rinz badut,badut ya bafut rinz badut,badut bafut rinz badut,badut bafut rinz badut,0,safe,non-cyberbullying,,0,0.529178674351585
1259,@yantosiswanto2440,Aroma comeback 😂😂,aroma comeback,aroma comeback,aroma comeback,aroma comeback,0,safe,non-cyberbullying,,0,0.529178674351585
1260,@fitriamandarinata716,Skaylar kon zol,skaylar kon zol,skaylar kon zol,skaylar kon zol,skaylar kon zol,0,safe,non-cyberbullying,,0,0.529178674351585
1261,@safrizalzal-u7m,Rrq rajanya badut😂,rrq rajanya badut,rrq rajanya badut,rrq rajanya badut,rrq raja badut,0,safe,non-cyberbullying,,0,0.529178674351585
1262,@safrizalzal-u7m,Rrq rajanya badut,rrq rajanya badut,rrq rajanya badut,rrq rajanya badut,rrq raja badut,0,safe,non-cyberbullying,,0,0.529178674351585
1263,@mulyadimaros7428,Di ayam ayamin tuh sama sanz,di ayam ayamin tuh sama sanz,di ayam ayamin tuh sama sanz,ayam ayamin tuh sama sanz,ayam ayamin tuh sama sanz,0,safe,non-cyberbullying,,0,0.529178674351585
1264,@rikw5020,Ketika skylar ke onic.. udah kasih aja pialanya dr skrng ke onic..,ketika skylar ke onic udah kasih aja pialanya dr skrng ke onic,ketika skylar ke onic sudah kasih saja pialanya dari skrng ke onic,skylar onic kasih pialanya skrng onic,skylar onic kasih piala skrng onic,0,safe,non-cyberbullying,,0,0.529178674351585
1265,@RobloxClip-t8m,Punya jungler bagus si ujin malah ganti sama si jamet heran dah gua kagak jelas,punya jungler bagus si ujin malah ganti sama si jamet heran dah gua kagak jelas,punya jungler bagus si ujin malah nanti sama si jamet heran sudah saya kagak jelas,punya jungler bagus si ujin malah sama si jamet heran saya kagak jelas,punya jungler bagus si ujin malah sama si jamet heran saya kagak jelas,0,safe,non-cyberbullying,,0,0.529178674351585
1266,@YoruGozaru,"Ditunggu ya yam ayam klarifikasinya kalo kalah wkwkwk 

lain kali jaga mulutnya ya adek rinz wkwk.",ditunggu ya yam ayam klarifikasinya kalo kalah wkwkwk lain kali jaga mulutnya ya adek rinz wkwk,ditunggu ya ya ayam klarifikasinya kalau kalau wkwkwk lain kali jaga mulutnya ya adek rinz wkwk,ditunggu ayam klarifikasinya kalau kalau wkwkwk kali jaga mulutnya ya adek rinz wkwk,tunggu ayam klarifikasi kalau kalau wkwkwk kali jaga mulut ya adek rinz wkwk,0,safe,non-cyberbullying,,0,0.529178674351585
1267,@yaudahlah2313,Wkwkwkwk di bantai,wkwkwkwk di bantai,wkwkwkwk di bantai,wkwkwkwk bantai,wkwkwkwk bantai,0,safe,non-cyberbullying,,0,0.529178674351585
1268,@daps14,geloo harith bg ler,geloo harith bg ler,geloo harith bg ler,geloo harith bg ler,geloo harith bg ler,0,safe,non-cyberbullying,,0,0.529178674351585
1269,@mobillegend2841,ppq kocakkkkkk😂,ppq kocakkkkkk,ppq kocakkkkkk,ppq kocakkkkkk,ppq kocakkkkkk,0,safe,non-cyberbullying,,0,0.529178674351585
1270,@WanzGntg,Kairi 🗿🗿🗿,kairi,kairi,kairi,kairi,0,safe,non-cyberbullying,,0,0.529178674351585
1271,@M.ARDIANSYAHARDI-yq9ff,Kayanya sih rrq butuh Mid baru seh😂😂😂,kayanya sih rrq butuh mid baru seh,kayanya sih rrq butuh mid baru seh,kayanya sih rrq butuh mid baru seh,kaya sih rrq butuh mid baru seh,0,safe,non-cyberbullying,,0,0.529178674351585
1272,@Hsnstk,9:21 tombakku tidak pernah meleset ?,tombakku tidak pernah meleset,tombakku tidak pernah meleset,tombakku pernah meleset,tombak pernah meleset,0,safe,non-cyberbullying,,0,0.529178674351585
1273,@nandotiam-f5y,"kalo sanz recall recall mainnya berarti ga banyak mikir, alias game nya mudah😂",kalo sanz recall recall mainnya berarti ga banyak mikir alias game nya mudah,kalau sanz recall recall mainnya berarti tidak banyak mikir alias game ya sudah,kalau sanz recall recall mainnya berarti banyak mikir alias game sudah,kalau sanz recall recall main arti banyak mikir alias game sudah,0,safe,non-cyberbullying,,0,0.529178674351585
1274,@AstrProject,"Udah langsung kasih piala nya aja ke onic, tim lain buang2 waktu aja buat ngalahin onic awokawok",udah langsung kasih piala nya aja ke onic tim lain buang waktu aja buat ngalahin onic awokawok,sudah langsung kasih piala ya saja ke onic tim lain buang waktu saja buat ngalahin onic awokawok,langsung kasih piala onic tim buang waktu saja buat ngalahin onic awokawok,langsung kasih piala onic tim buang waktu saja buat ngalahin onic awokawok,0,safe,non-cyberbullying,,0,0.529178674351585
1275,@lelakiidamanmamakmu,wokwokwokk mau ngegank prins skylarrr blajar lagi ppq,wokwokwokk mau ngegank prins skylarrr blajar lagi ppq,wokwokwokk mau ngegank prins skylarrr blajar lagi ppq,wokwokwokk mau ngegank prins skylarrr blajar ppq,wokwokwokk mau ngegank prins skylarrr blajar ppq,0,safe,non-cyberbullying,,0,0.529178674351585
1276,@Fik_dit,Kwkwkw ayam,kwkwkw ayam,kwkwkw ayam,kwkwkw ayam,kwkwkw ayam,0,safe,non-cyberbullying,,0,0.529178674351585
1277,@BudiAdewiranto,Ujin mana yah,ujin mana yah,ujin mana ya,ujin mana,ujin mana,0,safe,non-cyberbullying,,0,0.529178674351585
1278,@yanxdoank5712,Ez rrq,ez rrq,ez rrq,ez rrq,ez rrq,0,safe,non-cyberbullying,,0,0.529178674351585
1279,@rizkimentari5793,"Coach yeb bantu coach yeb
Ucap ormas orange",coach yeb bantu coach yeb ucap ormas orange,coach yeb bantu coach yeb ucap ormas orang,coach yeb bantu coach yeb ucap ormas orang,coach yeb bantu coach yeb ucap ormas orang,0,safe,non-cyberbullying,,0,0.529178674351585
1280,@afrizalarba679,#mainkansutsujinn,,,,,0,safe,non-cyberbullying,,0,0.529178674351585
1281,@MuhamadSultan-r4x,Fix onic angkat piala lagi udah,fix onic angkat piala lagi udah,fix onic angkat piala lagi sudah,fix onic angkat piala sudah,fix onic angkat piala sudah,0,safe,non-cyberbullying,,0,0.529178674351585
1282,@Junadali-pm8ce,"Di obok"" 😂😂",di obok,di goblok,goblok,goblok,4,moderate_toxic,cyberbullying,goblok(personal:4),1,9.067901234567902
1283,@YunoNau-p1d,Ada sutsujin yg sejago itu malah jungler magang yg dimainkan hadehh rrq lawannmu onic ini loh 🤣🤣🤣,ada sutsujin yg sejago itu malah jungler magang yg dimainkan hadehh rrq lawannmu onic ini loh,ada sutsujin yang sejago itu malah jungler magang yang dimainkan hadehh rrq lawannmu onic ini loh,sutsujin sejago malah jungler magang dimainkan hadehh rrq lawannmu onic loh,sutsujin jago malah jungler magang main hadehh rrq lawannmu onic loh,0,safe,non-cyberbullying,,0,0.529178674351585
1284,@tembak_dalam1203,Wkwk kairi kek puas bgt 😂😂,wkwk kairi kek puas bgt,wkwk kairi seperti puas banget,wkwk kairi puas banget,wkwk kairi puas banget,0,safe,non-cyberbullying,,0,0.529178674351585
1285,@muhammadhusain136,KASIAN PAK AP WKOKOKIKIKI,kasian pak ap wkokokikiki,kasian pak ap wkokokikiki,kasian pak ap wkokokikiki,kasi pak ap wkokokikiki,0,safe,non-cyberbullying,,0,0.529178674351585
1286,@lelakiidamanmamakmu,"xinn🗣️siapa itu skaylar tololl ,PEPEKQII lah",xinnsiapa itu skaylar tololl pepekqii lah,xinnsiapa itu skaylar tololl pepekqii lah,xinnsiapa skaylar tololl pepekqii lah,xinnsiapa skaylar tololl pepekqii lah,0,safe,non-cyberbullying,,0,0.529178674351585
1287,@mobillegend2841,P AP. WMWKWKK,p ap wmwkwkk,p ap wmwkwkk,p ap wmwkwkk,p ap wmwkwkk,0,safe,non-cyberbullying,,0,0.529178674351585
1288,@nandotiam-f5y,akankah onic unbeaten di season 16 ini? kita nantikan 🤫,akankah onic unbeaten di season ini kita nantikan,akankah onic unbeaten di season ini kita nantikan,akankah onic unbeaten season kita nantikan,akan onic unbeaten season kita nanti,0,safe,non-cyberbullying,,0,0.529178674351585
1289,@fachrulrozi4212,11 12 mirip tim sebelah rrq jd badoet🤣,mirip tim sebelah rrq jd badoet,mirip tim sebelah rrq jadi badoet,mirip tim sebelah rrq jadi badoet,mirip tim belah rrq jadi badoet,0,safe,non-cyberbullying,,0,0.529178674351585
1290,@spooky-e1g,Si kairi ngapainn,si kairi ngapainn,si kairi ngapainn,si kairi ngapainn,si kairi ngapainn,0,safe,non-cyberbullying,,0,0.529178674351585
1291,@Azgi-Hundagi,Onic VS BooT😂,onic vs boot,onic vs boot,onic vs boot,onic vs boot,0,safe,non-cyberbullying,,0,0.529178674351585
1292,@rudianrudian5264,Tebak siapa lagi yg disalahin midlane jago😂,tebak siapa lagi yg disalahin midlane jago,tebak siapa lagi yang disalahin midlane jago,tebak siapa yang disalahin midlane jago,tebak siapa yang disalahin midlane jago,0,safe,non-cyberbullying,,0,0.529178674351585
1293,@nurulhudaarf5072,RRQ main di epic aja lah.....  Tambah hari main nya tambah gak karuan.....,rrq main di epic aja lah tambah hari main nya tambah gak karuan,rrq main di epic saja lah tambah hari main ya tambah tidak karuan,rrq main epic lah tambah hari main tambah karuan,rrq main epic lah tambah hari main tambah karuan,0,safe,non-cyberbullying,,0,0.529178674351585
1294,@kayvaaquila716,"lebih suka player baru dr pada palyer lama berpengalaman 😂😂😂 kocak kocak ,yg juara itu player lama bkn player baru ingat ya😂😂",lebih suka player baru dr pada palyer lama berpengalaman kocak kocak yg juara itu player lama bkn player baru ingat ya,lebih suka player baru dari pada palyer lama berpengalaman kocak kocak yang juara itu player lama bukan player baru ingat ya,lebih suka player baru pada palyer lama berpengalaman kocak kocak juara player lama bukan player baru ingat,lebih suka player baru pada palyer lama alam kocak kocak juara player lama bukan player baru ingat,0,safe,non-cyberbullying,,0,0.529178674351585
1295,@Ghazali0101,"Padahal onic maen nya becanda lah , kok bisa ga ngelawan haha",padahal onic maen nya becanda lah kok bisa ga ngelawan haha,padahal onic maen ya becanda lah kok bisa tidak ngelawan haha,padahal onic maen becanda lah kok tidak ngelawan haha,padahal onic maen becanda lah kok tidak ngelawan haha,0,safe,non-cyberbullying,,0,0.529178674351585
1296,@najarnajar3982,Sama kaya liquid jir malah zunesh goblok di suruh main sehat sehat khescute 😂,sama kaya liquid jir malah zunesh goblok di suruh main sehat sehat khescute,sama kaya liquid jir malah zunesh goblok di suruh main sehat sehat khescute,sama kaya liquid jir malah zunesh goblok suruh main sehat sehat khescute,sama kaya liquid jir malah zunesh goblok suruh main sehat sehat khescute,4,moderate_toxic,cyberbullying,goblok(personal:4),1,9.067901234567902
1297,@MadaraUchiha-sf5ev,"caster gaje yg di bahas yang kalah,toyy toyy toyy makan tuh toyy kids, yg di bahas yg kalh ,rrq kinder toy",caster gaje yg di bahas yang kalahtoyy toyy toyy makan tuh toyy kids yg di bahas yg kalh rrq kinder toy,caster gaje yang di bahas yang kalahtoyy toyy toyy akan tuh toyy kids yang di bahas yang kalh rrq kinder toy,caster gaje di bahas kalahtoyy toyy toyy tuh toyy kids di bahas kalh rrq kinder toy,caster gaje di bahas kalahtoyy toyy toyy tuh toyy kids di bahas kalh rrq kinder toy,0,safe,non-cyberbullying,,0,0.529178674351585
1298,@farellP,26:35 Kumar bilek 😜👆,kumar bilek,kumar bilek,kumar bilek,mar bilek,0,safe,non-cyberbullying,,0,0.529178674351585
1299,@Hey.Fahmi08,Dejavu final season 15 terjadi lagi 😅😅😅,dejavu final season terjadi lagi,dejavu final season terjadi lagi,dejavu final season terjadi,dejavu final season jadi,0,safe,non-cyberbullying,,0,0.529178674351585
1300,@BinBinAL,"Semangat kingdom, masih awal , nanti rrq kasih paham",semangat kingdom masih awal nanti rrq kasih paham,semangat kingdom kasih awal nanti rrq kasih paham,semangat kingdom kasih awal rrq kasih paham,semangat kingdom kasih awal rrq kasih paham,0,safe,non-cyberbullying,,0,0.529178674351585
1301,@IrhamSetiawan-f5k,Mending sutsujin main dri pada zunesh,mending sutsujin main dri pada zunesh,mending sutsujin main dari pada zunesh,mending sutsujin main pada zunesh,mending sutsujin main pada zunesh,0,safe,non-cyberbullying,,0,0.529178674351585
1302,@Yukimura0890,PPQ jadi SAMPAH,ppq jadi sampah,ppq jadi sampai,ppq jadi,ppq jadi,0,safe,non-cyberbullying,,0,0.529178674351585
1303,@TechnicalResources-u4e,"Sistem nya di Onic beda bro, soalnya ga ada sistem kegelapan 😂",sistem nya di onic beda bro soalnya ga ada sistem kegelapan,sistem ya di onic beda bro soalnya tidak ada sistem kegelapan,sistem di onic beda bro soalnya ada sistem kegelapan,sistem di onic beda bro soal ada sistem gelap,0,safe,non-cyberbullying,,0,0.529178674351585
1304,@tantanaliansyah3984,"Dyren mending pindah team aja, berat punggung lu dendong semua player ppq dan management ppq",dyren mending pindah team aja berat punggung lu dendong semua player ppq dan management ppq,dyren mending pindah team saja berat punggung kamu dendong semua player ppq dan management ppq,dyren mending pindah team berat punggung kamu dendong semua player ppq management ppq,dyren mending pindah team berat punggung kamu dendong semua player ppq management ppq,0,safe,non-cyberbullying,,0,0.529178674351585
1305,@jabrikhartanto3583,Buang zunesh,buang zunesh,buang zunesh,buang zunesh,buang zunesh,0,safe,non-cyberbullying,,0,0.529178674351585
1306,@AditiaLaata,"Goodbye RRQ. 🌚
 Welcome ONIC. ❤",goodbye rrq welcome onic,goodbye rrq welcome onic,goodbye rrq welcome onic,goodbye rrq welcome onic,0,safe,non-cyberbullying,,0,0.529178674351585
1307,@IrhamSetiawan-f5k,Mending zunesh jual ajaa,mending zunesh jual ajaa,mending zunesh jual ajaa,mending zunesh jual ajaa,mending zunesh jual ajaa,0,safe,non-cyberbullying,,0,0.529178674351585
1308,@jabrikhartanto3583,Zunesh ganti sisuzin,zunesh ganti sisuzin,zunesh nanti sisuzin,zunesh sisuzin,zunesh sisuzin,0,safe,non-cyberbullying,,0,0.529178674351585
1309,@afdalwa137f,Hama hama,hama hama,hama hama,hama hama,hama hama,0,safe,non-cyberbullying,,0,0.529178674351585
1310,@ShenLong-o6,Mna nih yg bilang rrq mau bantai onic😂,mna nih yg bilang rrq mau bantai onic,mna nih yang bilang rrq mau bantai onic,mna nih bilang rrq mau bantai onic,mna nih bilang rrq mau bantai onic,0,safe,non-cyberbullying,,0,0.529178674351585
1311,@timorexjinpachi_cliper,Badut mpl RRQ,badut mpl rrq,badut mpl rrq,badut mpl rrq,badut mpl rrq,0,safe,non-cyberbullying,,0,0.529178674351585
1312,@AndreanPc-m4n,"wkwk ayam"" 😂",wkwk ayam,wkwk ayam,wkwk ayam,wkwk ayam,0,safe,non-cyberbullying,,0,0.529178674351585
1313,@user-pi5dr9cj7b,jual gold line bguss pertahanin gold line magang demi cuan itulah RRQ,jual gold line bguss pertahanin gold line magang demi cuan itulah rrq,jual gold line bguss pertahanin gold line magang demi cuan itulah rrq,jual gold line bguss pertahanin gold line magang cuan rrq,jual gold line bguss pertahanin gold line magang cuan rrq,0,safe,non-cyberbullying,,0,0.529178674351585
1314,@adeprattprettproott3442,Toyoy gda skills mm,toyoy gda skills mm,toyoy gda skills mm,toyoy gda skills mm,toyoy gda skills mm,0,safe,non-cyberbullying,,0,0.529178674351585
1315,@asrorykece8452,"Membentuk tim lebih baik dari pada merombak tim, hasil nya bisa dilihat !!",membentuk tim lebih baik dari pada merombak tim hasil nya bisa dilihat,membentuk tim lebih baik dari pada merombak tim hasil ya bisa dilihat,membentuk tim lebih baik pada merombak tim hasil bisa dilihat,bentuk tim lebih baik pada rombak tim hasil bisa lihat,0,safe,non-cyberbullying,,0,0.529178674351585
1316,@LOKS-e1z,Cringe bgt raja dari segala raja 😂,cringe bgt raja dari segala raja,cringe banget raja dari segala raja,cringe banget raja segala raja,cringe banget raja segala raja,0,safe,non-cyberbullying,,0,0.529178674351585
1317,@panjul_game,"Udah bener zunet main bola, Mala main mobile😂",udah bener zunet main bola mala main mobile,sudah benar zunet main bola mala main mobile,benar zunet main bola mala main mobile,benar zunet main bola mala main mobile,0,safe,non-cyberbullying,,0,0.529178674351585
1318,@rezafahlevi-r4h,"nt rrq, congrats onic.
waktunya pindah haluan menjadi sonic, ty rrq uda menghibur selama 12 season ini 💔",nt rrq congrats onic waktunya pindah haluan menjadi sonic ty rrq uda menghibur selama season ini,nanti rrq congrats onic waktunya pindah haluan menjadi sonic ty rrq uda menghibur sama season ini,rrq congrats onic waktunya pindah haluan menjadi sonic ty rrq uda menghibur sama season,rrq congrats onic waktu pindah haluan jadi sonic ty rrq uda hibur sama season,0,safe,non-cyberbullying,,0,0.529178674351585
1319,@jefkane-cs2mv,"Terusin aja pak AP kumpulin pundi2 Rp nya, sampe Kingdom 60% pada bosen...",terusin aja pak ap kumpulin pundi rp nya sampe kingdom pada bosen,terus saja pak ap kumpulin pundi rp ya sampai kingdom pada bosen,terus pak ap kumpulin pundi rp sampai kingdom bosen,terus pak ap kumpulin pundi rp sampai kingdom bosen,0,safe,non-cyberbullying,,0,0.529178674351585
1320,@SuranggaDwitya,Rrq cocoknya main di rank lawan publik wkwk,rrq cocoknya main di rank lawan publik wkwk,rrq cocoknya main di rank lawan publik wkwk,rrq cocoknya main rank lawan publik wkwk,rrq cocok main rank lawan publik wkwk,0,safe,non-cyberbullying,,0,0.529178674351585
1321,@gesit-t3g,Toy ganti item beli sayap😂,toy ganti item beli sayap,toy nanti item beli saya,toy item beli,toy item beli,0,safe,non-cyberbullying,,0,0.529178674351585
1322,@AlphaBhule,Wkwkwk rrq badut 🤡 😁😁😁,wkwkwk rrq badut,wkwkwk rrq badut,wkwkwk rrq badut,wkwkwk rrq badut,0,safe,non-cyberbullying,,0,0.529178674351585
