id,username,original_comment,cleaned_comment,normalized_comment,stopword_removed,stemmed_comment,toxicity_score,severity_level,category,matched_toxic_words,is_cyberbullying,sample_weight
1695,@alstrom_id,Cukup nonton 1 game.. kalo yg menang ONIC ya jelas next game 2.0 wkwkw,cukup nonton game kalo yg menang onic ya jelas next game wkwkw,cukup nonton game kalau yang memang onic ya jelas next game wkwkw,cukup nonton game kalau memang onic jelas next game wkwkw,cukup nonton game kalau memang onic jelas next game wkwkw,0,safe,non-cyberbullying,,0,0.5300732217573222
1696,@kanayaanayaa07,onic vs bocil2 rnked,onic vs bocil rnked,onic vs bocil rnked,onic vs bocil rnked,onic vs bocil rnked,0,safe,non-cyberbullying,,0,0.5300732217573222
1697,@MasAnam-m5k,Penerus buts emang gak ada lawan🤫,penerus buts emang gak ada lawan,penerus buts memang tidak ada lawan,penerus buts memang ada lawan,terus buts memang ada lawan,0,safe,non-cyberbullying,,0,0.5300732217573222
1698,@UjangSlebew-xd2il,Mana spicy boy mana miracle boy this is kiboy,mana spicy boy mana miracle boy this is kiboy,mana spicy boy mana miracle boy this is kiboy,mana spicy boy mana miracle boy this is kiboy,mana spicy boy mana miracle boy this is kiboy,0,safe,non-cyberbullying,,0,0.5300732217573222
1699,@SZRIN_1999,Kasih aja pialanya ke onic😂,kasih aja pialanya ke onic,kasih saja pialanya ke onic,kasih pialanya onic,kasih piala onic,0,safe,non-cyberbullying,,0,0.5300732217573222
1700,@alwi_07,Rinz si paling jago,rinz si paling jago,rinz si paling jago,rinz si paling jago,rinz si paling jago,0,safe,non-cyberbullying,,0,0.5300732217573222
1701,@alwi_07,Derbi? Kocak ppq,derbi kocak ppq,derbi kocak ppq,derbi kocak ppq,derbi kocak ppq,0,safe,non-cyberbullying,,0,0.5300732217573222
1702,@PutraTyan-dq7yc,Lupa diedit jir,lupa diedit jir,lupa diedit jir,lupa diedit jir,lupa edit jir,0,safe,non-cyberbullying,,0,0.5300732217573222
1703,@AllGans-y1l,rrq ngemainin jungle publik😂,rrq ngemainin jungle publik,rrq ngemainin jungle publik,rrq ngemainin jungle publik,rrq ngemainin jungle publik,0,safe,non-cyberbullying,,0,0.5300732217573222
1704,@ans2r,"yaela casternya memihak banget. yg lgi unggul siapa, yg diomongin siapa wkwkwkk",yaela casternya memihak banget yg lgi unggul siapa yg diomongin siapa wkwkwkk,yaela casternya memihak banget yang lagi unggul siapa yang diomongin siapa wkwkwkk,yaela casternya memihak banget lagi unggul siapa diomongin siapa wkwkwkk,yaela casternya pihak banget lagi unggul siapa diomongin siapa wkwkwkk,0,safe,non-cyberbullying,,0,0.5300732217573222
1705,@b27_story,"Udah jangan main raja2an, org kalah terus main raja2an",udah jangan main rajaan org kalah terus main rajaan,sudah jangan main rajaan orang kalau terus main rajaan,jangan main rajaan orang kalau terus main rajaan,jangan main raja orang kalau terus main raja,0,safe,non-cyberbullying,,0,0.5300732217573222
1706,@umaribnukhatab,Gak guna sekali uranus sma grok knp dipake,gak guna sekali uranus sma grok knp dipake,tidak guna sekali uranus sama grok knp dipake,guna sekali uranus sama grok knp dipake,guna sekali uranus sama grok knp dipake,0,safe,non-cyberbullying,,0,0.5300732217573222
1707,@AlvinCoy-g6s,Ini yg di tunggu²,ini yg di tunggu,ini yang di tunggu,yang tunggu,yang tunggu,0,safe,non-cyberbullying,,0,0.5300732217573222
1708,@RestuMartha-l9o,"Ketika mantan tulang punggung rrq membuktikan kualitasnya kepada tulang ayam rrq 😂😂 ..
Recall² Ter gg dari sanz d dlm high ground rrq ❤❤",ketika mantan tulang punggung rrq membuktikan kualitasnya kepada tulang ayam rrq recall ter gg dari sanz d dlm high ground rrq,ketika mantan tulang punggung rrq membuktikan kualitasnya kepada tulang ayam rrq recall ter gg dari sanz d dlm high ground rrq,mantan tulang punggung rrq membuktikan kualitasnya tulang ayam rrq recall ter gg sanz d dlm high ground rrq,mantan tulang punggung rrq bukti kualitas tulang ayam rrq recall ter gg sanz d dlm high ground rrq,0,safe,non-cyberbullying,,0,0.5300732217573222
1709,@dwiacceru5510,Kok g main di stage kenapa ya?,kok g main di stage kenapa ya,kok g main di stage kenapa ya,kok g main stage ya,kok g main stage ya,0,safe,non-cyberbullying,,0,0.5300732217573222
1710,@GedefajarAriyasa,"Baru Naik mythic ,langsung nonton ini ,Senang rasanya😊😀💪",baru naik mythic langsung nonton ini senang rasanya,baru naik mythic langsung nonton ini senang rasanya,baru naik mythic langsung nonton senang rasanya,baru naik mythic langsung nonton senang rasa,0,safe,non-cyberbullying,,0,0.5300732217573222
1711,@Cahyolaksonomulyo,Cukup tau skylark kece gitu gak heboh ke skylark miminnya,cukup tau skylark kece gitu gak heboh ke skylark miminnya,cukup tahu skylark kece gitu tidak heboh ke skylark miminnya,cukup tahu skylark kece gitu heboh skylark miminnya,cukup tahu skylark kece gitu heboh skylark miminnya,0,safe,non-cyberbullying,,0,0.5300732217573222
1712,@muhammadsaeful6221,9:20 POSISI APAANTUH EL F UPSSSS,posisi apaantuh el f upssss,posisi apaantuh el f upssss,posisi apaantuh el f upssss,posisi apaantuh el f upssss,0,safe,non-cyberbullying,,0,0.5300732217573222
1713,@leokr5920,casternya terlalu condong ke rrq,casternya terlalu condong ke rrq,casternya terlalu condong ke rrq,casternya terlalu condong rrq,casternya terlalu condong rrq,0,safe,non-cyberbullying,,0,0.5300732217573222
1714,@turaturu251,hahahaha ppq ppq,hahahaha ppq ppq,hahahaha ppq ppq,hahahaha ppq ppq,hahahaha ppq ppq,0,safe,non-cyberbullying,,0,0.5300732217573222
1715,@engkiofficial277,Mampus ppq dongo gedein bacot doang,mampus ppq dongo gedein bacot doang,mampus ppq dongo gedein bacot orang,mampus ppq dongo gedein bacot orang,mampus ppq dongo gedein bacot orang,7,severe_toxic,cyberbullying,mampus(extreme:5); bacot(negative:2),1,8.81304347826087
1716,@ftrlsnd,siapakah tulang punggung rrq sekarang ? wkwkw,siapakah tulang punggung rrq sekarang wkwkw,siapakah tulang punggung rrq sekarang wkwkw,siapakah tulang punggung rrq sekarang wkwkw,siapa tulang punggung rrq sekarang wkwkw,0,safe,non-cyberbullying,,0,0.5300732217573222
1717,@MarihahRihah,Lutpi sama idok fliker tembok,lutpi sama idok fliker tembok,lutpi sama idok fliker tembok,lutpi sama idok fliker tembok,lutpi sama idok fliker tembok,0,safe,non-cyberbullying,,0,0.5300732217573222
1718,@VYN_Rasya,Raja badut vs raja sungguhan 😂😂,raja badut vs raja sungguhan,raja badut vs raja sungguhan,raja badut vs raja sungguhan,raja badut vs raja sungguh,0,safe,non-cyberbullying,,0,0.5300732217573222
1719,@anggapondra,"Bola ada CR7
MPL ada SKYLAR 
Dulu dukung RRQ sekarang dukung ONIC",bola ada cr mpl ada skylar dulu dukung rrq sekarang dukung onic,bola ada cr mpl ada skylar dulu dukung rrq sekarang dukung onic,bola cr mpl skylar dulu dukung rrq sekarang dukung onic,bola cr mpl skylar dulu dukung rrq sekarang dukung onic,0,safe,non-cyberbullying,,0,0.5300732217573222
1720,@VYN_Rasya,"Luthpi tidak terlalu banyak bacot.

Tapi skill di atas semua exp indo.",luthpi tidak terlalu banyak bacot tapi skill di atas semua exp indo,luthpi tidak terlalu banyak bacot tapi skill di atas semua exp indo,luthpi terlalu banyak bacot skill atas semua exp indo,luthpi terlalu banyak bacot skill atas semua exp indo,2,minor_negative,non-cyberbullying,bacot(negative:2),0,0.5300732217573222
1721,@arekndesoo3158,Membuang emas demi besi 😂😂😂😂😂 RRQ menangiss,membuang emas demi besi rrq menangiss,memang emas demi besi rrq menangiss,memang emas besi rrq menangiss,memang emas besi rrq menangiss,0,safe,non-cyberbullying,,0,0.5300732217573222
1722,@anggotaMCgiL,Gg,gg,gg,gg,gg,0,safe,non-cyberbullying,,0,0.5300732217573222
1723,@ecaoktavia2606,Main fanny gitu doang mah temen gue juga bisa,main fanny gitu doang mah temen gue juga bisa,main fanny gitu orang mah temen saya juga bisa,main fanny gitu orang mah temen juga,main fanny gitu orang mah temen juga,0,safe,non-cyberbullying,,0,0.5300732217573222
1724,@dickypriawansyah2498,Kenapa ga main di stage?,kenapa ga main di stage,kenapa tidak main di stage,tidak main stage,tidak main stage,0,safe,non-cyberbullying,,0,0.5300732217573222
1725,@AmarDutzz,"Kalian nyadar gak sih? Itu draft nya onic sama kaya draftnya RRQ pas Waktu RRQ
 VS TLID S14 Di Game 1",kalian nyadar gak sih itu draft nya onic sama kaya draftnya rrq pas waktu rrq vs tlid s di game,kalian nyadar tidak sih itu draft ya onic sama kaya draftnya rrq pas waktu rrq vs tlid s di game,kalian nyadar sih draft onic sama kaya draftnya rrq pas waktu rrq vs tlid s game,kalian nyadar sih draft onic sama kaya draftnya rrq pas waktu rrq vs tlid s game,0,safe,non-cyberbullying,,0,0.5300732217573222
1726,@ree21pilots58,BEDA KELAS BUNG.,beda kelas bung,beda kelas bung,beda kelas bung,beda kelas bung,0,safe,non-cyberbullying,,0,0.5300732217573222
1727,@dedesofyan2987,Ganti mid anjirr sumpah RRQ😂,ganti mid anjirr sumpah rrq,nanti mid anjirr sumpah rrq,mid anjirr sumpah rrq,mid anjirr sumpah rrq,0,safe,non-cyberbullying,,0,0.5300732217573222
1728,@viCCustMOVLO,ga nyangka lutpi bisa sejago ini skarang 🫡🫡,ga nyangka lutpi bisa sejago ini skarang,tidak nyangka lutpi bisa sejago ini sekarang,nyangka lutpi sejago sekarang,nyangka lutpi jago sekarang,0,safe,non-cyberbullying,,0,0.5300732217573222
1729,@putramamonto1566,🫰🫰,,,,,0,safe,non-cyberbullying,,0,0.5300732217573222
1730,@rinnesis4013,Ngapain mainin zunes,ngapain mainin zunes,ngapain mainin zunes,ngapain mainin zunes,ngapain mainin zunes,0,safe,non-cyberbullying,,0,0.5300732217573222
1731,@kuthukupret8141,pliss idok suruh maen titit aj kalo maen roam msh ragu wkw,pliss idok suruh maen titit aj kalo maen roam msh ragu wkw,pliss idok suruh maen titit saja kalau maen roam msh ragu wkw,pliss idok suruh maen titit kalau maen roam msh ragu wkw,pliss idok suruh maen titit kalau maen roam msh ragu wkw,0,safe,non-cyberbullying,,0,0.5300732217573222
1732,@nabiljazuli892,Kasih piala nya ke ONIC Sekarang juga!!! Mpl indo terlalu mudah bagi onic,kasih piala nya ke onic sekarang juga mpl indo terlalu mudah bagi onic,kasih piala ya ke onic sekarang juga mpl indo terlalu sudah bagi onic,kasih piala ke onic sekarang mpl indo terlalu bagi onic,kasih piala ke onic sekarang mpl indo terlalu bagi onic,0,safe,non-cyberbullying,,0,0.5300732217573222
1733,@Holifaturrosidah-l7m,Sok Fany zunesh,sok fany zunesh,sok fany zunesh,sok fany zunesh,sok fany zunesh,0,safe,non-cyberbullying,,0,0.5300732217573222
1734,@amirlatadi,Klaz skylar,klaz skylar,klaz skylar,klaz skylar,klaz skylar,0,safe,non-cyberbullying,,0,0.5300732217573222
1735,@cipit10,"GUA KASIH TAU BUAT KALIAN KINGDOM
CEO KALIAN PAK AP ITU UDAH GAK FOKUS MEMBANGUN RRQ JADI TIM ESPORT BERPRESTASI LAGI
BELIAU HANYA FOKUS MARKETING DOANG SEKARANG SAMA TUH TIM",gua kasih tau buat kalian kingdom ceo kalian pak ap itu udah gak fokus membangun rrq jadi tim esport berprestasi lagi beliau hanya fokus marketing doang sekarang sama tuh tim,saya kasih tahu buat kalian kingdom ceo kalian pak ap itu sudah tidak fokus membangun rrq jadi tim esport berprestasi lagi beliau hanya fokus marketing orang sekarang sama tuh tim,kasih tahu buat kalian kingdom ceo kalian pak ap sudah fokus membangun rrq jadi tim esport berprestasi beliau fokus marketing orang sekarang sama tuh tim,kasih tahu buat kalian kingdom ceo kalian pak ap sudah fokus bangun rrq jadi tim esport prestasi beliau fokus marketing orang sekarang sama tuh tim,0,safe,non-cyberbullying,,0,0.5300732217573222
1736,@DenzDedi-dd7gc,Bang leerr,bang leerr,bang leerr,bang leerr,bang leerr,0,safe,non-cyberbullying,,0,0.5300732217573222
1737,@MasriAco,"toy cb bsa granger bjir, jangan d ksi hero lain",toy cb bsa granger bjir jangan d ksi hero lain,toy cb bisa granger bjir jangan d ksi hero lain,toy cb granger bjir jangan d ksi hero,toy cb granger bjir jangan d ksi hero,0,safe,non-cyberbullying,,0,0.5300732217573222
1738,@DenzDedi-dd7gc,Bang lerrrr,bang lerrrr,bang lerrrr,bang lerrrr,bang lerrrr,0,safe,non-cyberbullying,,0,0.5300732217573222
1739,@rufiatiandirifaiathy6560,di game ini fannynya zunesh ngeri bgt brok🔥🔥,di game ini fannynya zunesh ngeri bgt brok,di game ini fannynya zunesh ngeri banget brok,game fannynya zunesh ngeri banget brok,game fannynya zunesh ngeri banget brok,0,safe,non-cyberbullying,,0,0.5300732217573222
1740,@oldnimos.,kingdom amaan?,kingdom amaan,kingdom amaan,kingdom amaan,kingdom ama,0,safe,non-cyberbullying,,0,0.5300732217573222
1741,@novemstarjekpot,Mantap lutpi😅,mantap lutpi,mantap lutpi,mantap lutpi,mantap lutpi,0,safe,non-cyberbullying,,0,0.5300732217573222
1742,@ceptiadi8605,Kenapa ujin gak di mainin ya,kenapa ujin gak di mainin ya,kenapa ujin tidak di mainin ya,ujin di mainin,ujin di mainin,0,safe,non-cyberbullying,,0,0.5300732217573222
1743,@BVCKry,Rrq udah makin keliatan jadi badut nya haha (ketawa ngakak),rrq udah makin keliatan jadi badut nya haha ketawa ngakak,rrq sudah makin keliatan jadi badut ya haha ketawa ngakak,rrq makin keliatan jadi badut haha ketawa ngakak,rrq makin liat jadi badut haha ketawa ngakak,0,safe,non-cyberbullying,,0,0.5300732217573222
1744,@herdiansebastian2000,Rinz bacot doang hahaha😂,rinz bacot doang hahaha,rinz bacot orang hahaha,rinz bacot orang hahaha,rinz bacot orang hahaha,2,minor_negative,non-cyberbullying,bacot(negative:2),0,0.5300732217573222
1745,@KenshinX007-b7j,"""mereka ga jago, tapi kita dibantai 2-0""🗿",mereka ga jago tapi kita dibantai,mereka tidak jago tapi kita dibantai,tidak jago kita dibantai,tidak jago kita bantai,0,safe,non-cyberbullying,,0,0.5300732217573222
1746,@joyboysz,Kok mainnya ga di stage?,kok mainnya ga di stage,kok mainnya tidak di stage,kok mainnya di stage,kok main di stage,0,safe,non-cyberbullying,,0,0.5300732217573222
1747,@faizrizqiramadhan.5615,"Asli liat match ini RRQ bot kli, jangan di bandingin ga bs di bandingin",asli liat match ini rrq bot kli jangan di bandingin ga bs di bandingin,asli liat match ini rrq bot kli jangan di bandingin tidak bisa di bandingin,asli liat match rrq bot kli jangan bandingin bisa bandingin,asli liat match rrq bot kli jangan bandingin bisa bandingin,3,moderate_toxic,non-cyberbullying,bot(gaming:3),0,0.5300732217573222
1748,@BoridAle-s2p,Blm sebanding buat rrq kalo lawam onic,blm sebanding buat rrq kalo lawam onic,belum sebanding buat rrq kalau lawam onic,sebanding buat rrq kalau lawam onic,banding buat rrq kalau lawam onic,0,safe,non-cyberbullying,,0,0.5300732217573222
1749,@AdityaColl-k1g,Yang di salahin DYREN ini 😂,yang di salahin dyren ini,yang di salahin dyren ini,di salahin dyren,di salahin dyren,0,safe,non-cyberbullying,,0,0.5300732217573222
1750,@h4t4ke42,Jangan remehkan king lutfi,jangan remehkan king lutfi,jangan remehkan king lutfi,jangan remehkan king lutfi,jangan remeh king lutfi,0,safe,non-cyberbullying,,0,0.5300732217573222
1751,@koruptorasw1929,"Mati di base spawn,mm brawl,fanny inspire😂",mati di base spawnmm brawlfanny inspire,mati di base spawnmm brawlfanny inspire,mati base spawnmm brawlfanny inspire,mati base spawnmm brawlfanny inspire,5,moderate_toxic,cyberbullying,mati(extreme:5),1,8.81304347826087
1752,@wenyfitriyanti2190,Kaya gitu disebut raja?😂😂😂,kaya gitu disebut raja,kaya gitu disebut raja,kaya gitu disebut raja,kaya gitu sebut raja,0,safe,non-cyberbullying,,0,0.5300732217573222
1753,@Rihitodante,Mana sutsujin Mlah zunesh,mana sutsujin mlah zunesh,mana sutsujin mlah zunesh,mana sutsujin mlah zunesh,mana sutsujin mlah zunesh,0,safe,non-cyberbullying,,0,0.5300732217573222
1754,@distroel3971,Gg lutpi,gg lutpi,gg lutpi,gg lutpi,gg lutpi,0,safe,non-cyberbullying,,0,0.5300732217573222
1755,@habibamrullah5030,Lah bukannya rrq gak di bolehin makai recal yg ono yak😅😅,lah bukannya rrq gak di bolehin makai recal yg ono yak,lah bukannya rrq tidak di bolehin pakai recal yang ono ya,lah bukannya rrq di bolehin pakai recal ono,lah bukan rrq di bolehin pakai recal ono,0,safe,non-cyberbullying,,0,0.5300732217573222
1756,@AtthalahAditya,17:17 dikira masuk rumput rinz padahal keliatan wkwk untung GK mati konyol auto dihujat 🤣,dikira masuk rumput rinz padahal keliatan wkwk untung gk mati konyol auto dihujat,dikira masuk rumput rinz padahal keliatan wkwk untung tidak mati kontol auto dihujat,dikira masuk rumput rinz padahal keliatan wkwk untung mati kontol auto dihujat,kira masuk rumput rinz padahal liat wkwk untung mati kontol auto hujat,10,extreme_cyberbullying,cyberbullying,mati(extreme:5); kontol(extreme:5),1,8.81304347826087
1757,@mangarabutarbutar92,"Setiap season pasti ganti roster 
Kapan rrq juara 
Apa cuman bahan lelucon di sosmed",setiap season pasti ganti roster kapan rrq juara apa cuman bahan lelucon di sosmed,setiap season pasti nanti roster kapan rrq juara apa cuma bahan lelucon di sosmed,season nanti roster kapan rrq juara apa cuma bahan lelucon sosmed,season nanti roster kapan rrq juara apa cuma bahan lelucon sosmed,0,safe,non-cyberbullying,,0,0.5300732217573222
1758,@asharmubarak4932,7:46 ngeri lutpi,ngeri lutpi,ngeri lutpi,ngeri lutpi,ngeri lutpi,0,safe,non-cyberbullying,,0,0.5300732217573222
1759,@HeckerxSitus,Mantap bang lerrr 😂🎉,mantap bang lerrr,mantap bang lerrr,mantap bang lerrr,mantap bang lerrr,0,safe,non-cyberbullying,,0,0.5300732217573222
1760,@wateufak,😜👆😜👆😜👆😜👆,,,,,0,safe,non-cyberbullying,,0,0.5300732217573222
1761,@FajriRamadan27,"Bng ler d samain sama adek²(toy)bedalah antara langit dan tanah kocak²
Buat bng ler🔥",bng ler d samain sama adektoybedalah antara langit dan tanah kocak buat bng ler,bng ler d sampai sama adektoybedalah antara langit dan tanah kocak buat bng ler,bng ler d sama adektoybedalah langit tanah kocak buat bng ler,bng ler d sama adektoybedalah langit tanah kocak buat bng ler,0,safe,non-cyberbullying,,0,0.5300732217573222
1762,@Murnechan-q9g7r,Bener pake rezz,bener pake rezz,benar pakai rezz,benar pakai rezz,benar pakai rezz,0,safe,non-cyberbullying,,0,0.5300732217573222
1763,@axel-V99,"thanks buat kreatif MPL udah turutin komen gua tntg ubah tampilan room nya, gak merah putih terus. jadi beda dgn season² sebelumnya.",thanks buat kreatif mpl udah turutin komen gua tntg ubah tampilan room nya gak merah putih terus jadi beda dgn season sebelumnya,thanks buat kreatif mpl sudah turutin komen saya tntg ubah tampilan room ya tidak merah putih terus jadi beda dengan season sebelumnya,thanks buat kreatif mpl turutin komen tntg ubah tampilan room tidak merah putih terus jadi beda season sebelumnya,thanks buat kreatif mpl turutin komen tntg ubah tampil room tidak merah putih terus jadi beda season belum,0,safe,non-cyberbullying,,0,0.5300732217573222
1764,@normanrinaldi8326,"Yg penting cuan kata AP CEO , mang peduli piala, jadiin pemain mdl terus jadi mpl, terus jual,",yg penting cuan kata ap ceo mang peduli piala jadiin pemain mdl terus jadi mpl terus jual,yang penting cuan kata ap ceo mang peduli piala jadi pemain mdl terus jadi mpl terus jual,penting cuan kata ap ceo mang peduli piala jadi pemain mdl terus jadi mpl terus jual,penting cuan kata ap ceo mang peduli piala jadi main mdl terus jadi mpl terus jual,0,safe,non-cyberbullying,,0,0.5300732217573222
1765,@Koben-n,Calon Juara Dunia,calon juara dunia,calon juara dunia,calon juara dunia,calon juara dunia,0,safe,non-cyberbullying,,0,0.5300732217573222
1766,@heriwindarto,Zunesh retry indomaret,zunesh retry indomaret,zunesh retry indomaret,zunesh retry indomaret,zunesh retry indomaret,0,safe,non-cyberbullying,,0,0.5300732217573222
1767,@Agattanism,"Ini yg namanya game seru bukan hyper tank mulu! 
Udah hyper tank objektif tartel retri alfamart lagi wkwkwk",ini yg namanya game seru bukan hyper tank mulu udah hyper tank objektif tartel retri alfamart lagi wkwkwk,ini yang namanya game seru bukan hyper tank mulu sudah hyper tank objektif tartel retri alfamart lagi wkwkwk,yang namanya game seru bukan hyper tank mulu hyper tank objektif tartel retri alfamart wkwkwk,yang nama game seru bukan hyper tank mulu hyper tank objektif tartel retri alfamart wkwkwk,0,safe,non-cyberbullying,,0,0.5300732217573222
1768,@NurhaedaNur-q3l,😂 tutor 2 match 2 kali rinz di bunuh dalam base,tutor match kali rinz di bunuh dalam base,tutor match kali rinz di bunuh dalam base,tutor match kali rinz bunuh base,tutor match kali rinz bunuh base,5,moderate_toxic,cyberbullying,bunuh(extreme:5),1,8.81304347826087
1769,@asrulcrezy4377,RRQ mkin hari mkin tolol....mata duitan...,rrq mkin hari mkin tololmata duitan,rrq mkin hari mkin tololmata duitan,rrq mkin hari mkin tololmata duitan,rrq mkin hari mkin tololmata duit,0,safe,non-cyberbullying,,0,0.5300732217573222
1770,@bousmani,Jual RINZ beli ABOY,jual rinz beli aboy,jual rinz beli aboy,jual rinz beli aboy,jual rinz beli aboy,0,safe,non-cyberbullying,,0,0.5300732217573222
1771,@wsdodo,😆👆,,,,,0,safe,non-cyberbullying,,0,0.5300732217573222
1772,@Yuwaswisufii,Lutpi momentumnya ngeriiii,lutpi momentumnya ngeriiii,lutpi momentumnya ngeriiii,lutpi momentumnya ngeriiii,lutpi momentum ngeriiii,0,safe,non-cyberbullying,,0,0.5300732217573222
1773,@tiktokepan,onic awakk🎉,onic awakk,onic awakk,onic awakk,onic awakk,0,safe,non-cyberbullying,,0,0.5300732217573222
1774,@MrCungkring-s3e,Yang menang onic yang di bahas selalu rrq kocak,yang menang onic yang di bahas selalu rrq kocak,yang memang onic yang di bahas selalu rrq kocak,memang onic di bahas selalu rrq kocak,memang onic di bahas selalu rrq kocak,0,safe,non-cyberbullying,,0,0.5300732217573222
1775,@respawnstarz,Liat rinz 😅😅😅😅 mainya buang buang ulti sama posisi nya ngawur mulu  duta BLUNDER KAH,liat rinz mainya buang buang ulti sama posisi nya ngawur mulu duta blunder kah,liat rinz mainya buang buang ulti sama posisi ya ngawur mulu duta blunder kah,liat rinz mainya buang buang ulti sama posisi ngawur mulu duta blunder,liat rinz mai buang buang ulti sama posisi ngawur mulu duta blunder,0,safe,non-cyberbullying,,0,0.5300732217573222
1776,@abaybule-o8s,hyper RRQ yg skrng hyper indomart,hyper rrq yg skrng hyper indomart,hyper rrq yang skrng hyper indomart,hyper rrq skrng hyper indomart,hyper rrq skrng hyper indomart,0,safe,non-cyberbullying,,0,0.5300732217573222
1777,@ApalahApalah-m2j,RRQ KALAH aduhhh aduhh 😢,rrq kalah aduhhh aduhh,rrq kalau aduhhh aduhh,rrq kalau aduhhh aduhh,rrq kalau aduhhh aduhh,0,safe,non-cyberbullying,,0,0.5300732217573222
1778,@abaybule-o8s,sumpah hyper RRQ jauh lebih bagus sutsujin dari pada yg sekrng mah,sumpah hyper rrq jauh lebih bagus sutsujin dari pada yg sekrng mah,sumpah hyper rrq jauh lebih bagus sutsujin dari pada yang sekarang mah,sumpah hyper rrq jauh lebih bagus sutsujin pada sekarang mah,sumpah hyper rrq jauh lebih bagus sutsujin pada sekarang mah,0,safe,non-cyberbullying,,0,0.5300732217573222
1779,@DaengSahrun,Anjay badut MpL,anjay badut mpl,anjay badut mpl,anjay badut mpl,anjay badut mpl,1,minor_negative,non-cyberbullying,anjay(negative:1),0,0.5300732217573222
1780,@didinje1861,lutpi🤩🤩🤩,lutpi,lutpi,lutpi,lutpi,0,safe,non-cyberbullying,,0,0.5300732217573222
1781,@VivinBkl-h9r,nice,nice,nice,nice,nice,0,safe,non-cyberbullying,,0,0.5300732217573222
1782,@Arledittoo,pharsa mati di base pasti bakalan fyp 1 bulan😂😂😂😂,pharsa mati di base pasti bakalan fyp bulan,pharsa mati di base pasti bakalan fyp bukan,pharsa mati base bakalan fyp bukan,pharsa mati base bakal fyp bukan,5,moderate_toxic,cyberbullying,mati(extreme:5),1,8.81304347826087
1783,@Whoisme932,Wkwkwkwkw mid jago mati di base,wkwkwkwkw mid jago mati di base,wkwkwkwkw mid jago mati di base,wkwkwkwkw mid jago mati base,wkwkwkwkw mid jago mati base,5,moderate_toxic,cyberbullying,mati(extreme:5),1,8.81304347826087
1784,@DadaPaha-mi8pl,"Terimakasih RINZ sudah ""menunjukan"" kalo Onic Id itu ""Gak jago"",  dan Terimakasig juga untuk RINZ sudah mau di Gayang di dalam Base RRQ. 
Akhir nya tetap tidur dengan Nyenyak,  soal nya kaum Hama ngeringkuk di dalam GOA!!  😂",terimakasih rinz sudah menunjukan kalo onic id itu gak jago dan terimakasig juga untuk rinz sudah mau di gayang di dalam base rrq akhir nya tetap tidur dengan nyenyak soal nya kaum hama ngeringkuk di dalam goa,terima kasih rinz sudah menunjukan kalau onic id itu tidak jago dan terima kasih juga untuk rinz sudah mau di yang di dalam base rrq akhir ya tetap tidur dengan nyenyak soal ya kaum hama ngeringkuk di dalam goa,terima kasih rinz menunjukan kalau onic id tidak jago terima kasih untuk rinz mau yang dalam base rrq akhir tetap tidur nyenyak soal kaum hama ngeringkuk dalam goa,terima kasih rinz tunjuk kalau onic id tidak jago terima kasih untuk rinz mau yang dalam base rrq akhir tetap tidur nyenyak soal kaum hama ngeringkuk dalam goa,0,safe,non-cyberbullying,,0,0.5300732217573222
1785,@JeffriSlackware,Wkwkwkwkw Rinz Mana Suara Sombongnya ? Dan Rasain Tuh Milih Toy Yang Ada Memalukan Wkwkwk,wkwkwkwkw rinz mana suara sombongnya dan rasain tuh milih toy yang ada memalukan wkwkwk,wkwkwkwkw rinz mana suara sombongnya dan rasain tuh milih toy yang ada memalukan wkwkwk,wkwkwkwkw rinz mana suara sombongnya rasain tuh milih toy ada memalukan wkwkwk,wkwkwkwkw rinz mana suara sombong rasain tuh milih toy ada malu wkwkwk,0,safe,non-cyberbullying,,0,0.5300732217573222
1786,@zulrifqi9872,"onic it udah terbiasa lawan tim2 kuat ph, udah g level ama tim indo",onic it udah terbiasa lawan tim kuat ph udah g level ama tim indo,onic it sudah terbiasa lawan tim kuat ph sudah g level sama tim indo,onic it terbiasa lawan tim kuat ph g level sama tim indo,onic it biasa lawan tim kuat ph g level sama tim indo,0,safe,non-cyberbullying,,0,0.5300732217573222
1787,@zulrifqi9872,"onic it udah terbiasa lawan tim2 kuat ph, udah g level ama tim indo",onic it udah terbiasa lawan tim kuat ph udah g level ama tim indo,onic it sudah terbiasa lawan tim kuat ph sudah g level sama tim indo,onic it terbiasa lawan tim kuat ph g level sama tim indo,onic it biasa lawan tim kuat ph g level sama tim indo,0,safe,non-cyberbullying,,0,0.5300732217573222
1788,@YosaAnitha,dah gua bilang player sekosisten gini dicamatin 😂 Seneng banget gua kalau rrq kalaj,dah gua bilang player sekosisten gini dicamatin seneng banget gua kalau rrq kalaj,sudah saya bilang player sekosisten gini dicamatin seneng banget saya kalau rrq kalau,bilang player sekosisten gini dicamatin seneng banget saya kalau rrq kalau,bilang player sekosisten gin dicamatin neng banget saya kalau rrq kalau,0,safe,non-cyberbullying,,0,0.5300732217573222
1789,@WahyuIndra-p7e,Ini kenapa ga offline di venue guys mainya?,ini kenapa ga offline di venue guys mainya,ini kenapa tidak offline di venue guys mainya,kenapa offline venue guys mainya,kenapa offline venue guys mai,0,safe,non-cyberbullying,,0,0.5300732217573222
